Leagues,Date,Time,HomeTeam,AwayTeam,MatchResult,OverUnderGoals,AltOverGoals,AltUnderGoals,BothTeamstoScore,ToWinEitherHalf,TotalGoalsOddEven,CleanSheet,NoCleanSheet,HomeTeamtoScoreinBothHalves,AwayTeamtoScoreinBothHalves,FirstHalfOverUnder,YesBothtoScoreTotalGoalsOverUnder25,NoBothtoScoreTotalGoalsOverUnder25,YesBothtoScoreTotalGoalsOverUnder35,NoBothtoScoreTotalGoalsOverUnder35,YesBothtoScoreTotalGoalsOverUnder45,NoBothtoScoreTotalGoalsOverUnder45
UEFA Champions League,"Dec 12, 2023",18:45,RC Lens,Sevilla,RC Lens   2.10 | Draw   3.35 | Sevilla   3.25,2.5  1.96 | 2.5  1.77,0.5   1.03 | 1.5   1.29 | 3.5   3.43 | 4.5   6.85 | 5.5   13.11 | 6.5   13.11,0.5   9.70 | 1.5   3.31 | 3.5   1.27 | 4.5   1.08 | 5.5 | 6.5,Yes  1.75 | No  1.90,RC Lens  1.61 | Sevilla  2.10,Yes  1.75 | No  1.90,RC Lens   2.75 | Sevilla   3.80,RC Lens   1.40 | Sevilla   1.25,Yes  3.26 | No  1.26,Yes  4.80 | No  1.12,0.5  1.37 | 0.5  2.70,Yes   2.5  2.30 | 2.5  6.50,No   2.5  10.00 | 2.5  2.25,Yes   3.5  3.80 | 3.5  3.05,No   3.5  25.00 | 3.5  2.15,Yes   4.5  7.50 | 4.5  2.20,No   4.5  41.00 | 4.5  2.05
UEFA Champions League,"Dec 12, 2023",18:45,PSV Eindhoven,Arsenal,PSV Eindhoven   3.05 | Draw   3.60 | Arsenal   2.10,2.5  1.58 | 2.5  2.27,0.5 | 1.5   1.18 | 3.5   2.45 | 4.5   4.42 | 5.5   8.75 | 6.5   13.11 | 7.5   13.11,0.5   13.11 | 1.5   4.42 | 3.5   1.50 | 4.5   1.18 | 5.5   1.04 | 6.5 | 7.5,Yes  1.50 | No  2.33,PSV Eindhoven  2.00 | Arsenal  1.58,Yes  1.50 | No  2.33,PSV Eindhoven   5.00 | Arsenal   3.80,PSV Eindhoven   1.17 | Arsenal   1.25,Yes  3.38 | No  1.25,Yes  2.70 | No  1.37,1.5  2.33 | 1.5  1.50,Yes   2.5  1.83 | 2.5  7.00,No   2.5  9.50 | 2.5  3.00,Yes   3.5  2.75 | 3.5  3.15,No   3.5  23.00 | 3.5  2.70,Yes   4.5  4.80 | 4.5  2.10,No   4.5  39.00 | 4.5  2.60
UEFA Champions League,"Dec 12, 2023",21:00,Union Berlin,Real Madrid,Union Berlin   3.50 | Draw   3.80 | Real Madrid   1.85,2.5  1.55 | 2.5  2.32,0.5 | 1.5   1.15 | 3.5   2.34 | 4.5   4.23 | 5.5   7.82 | 6.5   13.11 | 7.5   13.11,0.5   13.11 | 1.5   4.91 | 3.5   1.54 | 4.5   1.19 | 5.5   1.06 | 6.5 | 7.5,Yes  1.50 | No  2.33,Union Berlin  2.15 | Real Madrid  1.45,Yes  1.50 | No  2.33,Union Berlin   6.00 | Real Madrid   3.40,Union Berlin   1.13 | Real Madrid   1.30,Yes  3.64 | No  1.21,Yes  2.43 | No  1.46,1.5  2.21 | 1.5  1.54,Yes   2.5  1.80 | 2.5  7.50,No   2.5  8.50 | 2.5  3.20,Yes   3.5  2.60 | 3.5  3.30,No   3.5  20.00 | 3.5  2.80,Yes   4.5  4.40 | 4.5  2.15,No   4.5  35.00 | 4.5  2.65
UEFA Champions League,"Dec 12, 2023",21:00,FC Copenhagen,Galatasaray,FC Copenhagen   2.95 | Draw   3.60 | Galatasaray   2.15,2.5  1.58 | 2.5  2.27,0.5 | 1.5   1.18 | 3.5   2.45 | 4.5   4.42 | 5.5   8.75 | 6.5   13.11 | 7.5   13.11,0.5   13.11 | 1.5   4.42 | 3.5   1.50 | 4.5   1.18 | 5.5   1.04 | 6.5 | 7.5,Yes  1.50 | No  2.33,FC Copenhagen  1.85 | Galatasaray  1.65,Yes  1.50 | No  2.33,FC Copenhagen   4.80 | Galatasaray   4.10,FC Copenhagen   1.20 | Galatasaray   1.25,Yes  3.38 | No  1.25,Yes  2.92 | No  1.32,1.5  2.33 | 1.5  1.50,Yes   2.5  1.82 | 2.5  7.25,No   2.5  11.00 | 2.5  3.15,Yes   3.5  2.70 | 3.5  3.15,No   3.5  24.00 | 3.5  2.70,Yes   4.5  4.80 | 4.5  2.10,No   4.5  39.00 | 4.5  2.60
UEFA Champions League,"Dec 12, 2023",21:00,Napoli,SC Braga,Napoli   1.37 | Draw   4.70 | SC Braga   6.75,2.5  1.55 | 2.5  2.32,0.5 | 1.5   1.18 | 3.5   2.45 | 4.5   4.23 | 5.5   7.82 | 6.5   13.11 | 7.5   13.11,0.5   13.11 | 1.5   4.42 | 3.5   1.50 | 4.5   1.19 | 5.5   1.06 | 6.5 | 7.5,Yes  1.75 | No  1.90,Napoli  1.22 | SC Braga  3.40,Yes  1.75 | No  1.90,Napoli   2.20 | SC Braga   8.00,Napoli   1.62 | SC Braga   1.08,Yes  1.96 | No  1.70,Yes  6.70 | No  1.05,1.5  2.33 | 1.5  1.50,Yes   2.5  2.20 | 2.5  9.50,No   2.5  5.00 | 2.5  2.75,Yes   3.5  3.00 | 3.5  3.90,No   3.5  12.00 | 3.5  2.40,Yes   4.5  5.00 | 4.5  2.50,No   4.5  23.00 | 4.5  2.15
UEFA Champions League,"Dec 12, 2023",21:00,Manchester United,Bayern Munchen,Manchester United   2.40 | Draw   3.60 | Bayern Munchen   2.55,2.5  1.55 | 2.5  2.32,0.5 | 1.5   1.15 | 3.5   2.34 | 4.5   4.23 | 5.5   7.82 | 6.5   13.11 | 7.5   13.11,0.5   13.11 | 1.5   4.91 | 3.5   1.54 | 4.5   1.19 | 5.5   1.06 | 6.5 | 7.5,Yes  1.46 | No  2.43,Manchester United  1.70 | Bayern Munchen  1.78,Yes  1.46 | No  2.43,Manchester United   4.30 | Bayern Munchen   4.30,Manchester United   1.20 | Bayern Munchen   1.20,Yes  2.92 | No  1.32,Yes  3.13 | No  1.28,1.5  2.33 | 1.5  1.50,Yes   2.5  1.80 | 2.5  7.50,No   2.5  9.50 | 2.5  3.10,Yes   3.5  2.50 | 3.5  3.20,No   3.5  23.00 | 3.5  2.90,Yes   4.5  4.30 | 4.5  2.10,No   4.5  39.00 | 4.5  2.75
UEFA Champions League,"Dec 12, 2023",21:00,Salzburg,Benfica,Salzburg   2.90 | Draw   3.50 | Benfica   2.20,2.5  1.68 | 2.5  2.08,0.5 | 1.5   1.19 | 3.5   2.71 | 4.5   4.91 | 5.5   9.70 | 6.5   13.11 | 7.5   13.11,0.5   12.55 | 1.5   4.23 | 3.5   1.42 | 4.5   1.15 | 5.5   1.03 | 6.5 | 7.5,Yes  1.54 | No  2.21,Salzburg  1.85 | Benfica  1.68,Yes  1.54 | No  2.21,Salzburg   4.00 | Benfica   3.80,Salzburg   1.22 | Benfica   1.25,Yes  3.38 | No  1.25,Yes  2.92 | No  1.32,1.5  2.43 | 1.5  1.46,Yes   2.5  1.90 | 2.5  7.00,No   2.5  10.00 | 2.5  2.75,Yes   3.5  2.95 | 3.5  3.05,No   3.5  25.00 | 3.5  2.55,Yes   4.5  5.25 | 4.5  2.10,No   4.5  40.00 | 4.5  2.45
UEFA Champions League,"Dec 12, 2023",21:00,Inter Milan,Real Sociedad,Inter Milan   1.71 | Draw   3.70 | Real Sociedad   4.30,2.5  2.02 | 2.5  1.72,0.5   1.03 | 1.5   1.29 | 3.5   3.63 | 4.5   6.85 | 5.5   13.11 | 6.5   13.11,0.5   9.70 | 1.5   3.31 | 3.5   1.25 | 4.5   1.08 | 5.5 | 6.5,Yes  1.95 | No  1.71,Inter Milan  1.42 | Real Sociedad  2.54,Yes  1.95 | No  1.71,Inter Milan   2.25 | Real Sociedad   4.30,Inter Milan   1.57 | Real Sociedad   1.20,Yes  2.92 | No  1.32,Yes  5.74 | No  1.08,0.5  1.41 | 0.5  2.57,Yes   2.5  2.50 | 2.5  7.50,No   2.5  8.00 | 2.5  2.10,Yes   3.5  4.10 | 3.5  3.30,No   3.5  21.00 | 3.5  2.00,Yes   4.5  8.25 | 4.5  2.35,No   4.5  36.00 | 4.5  1.90
UEFA Champions League,"Dec 13, 2023",18:45,Crvena Zvezda,Manchester City,Crvena Zvezda   8.50 | Draw   6.25 | Manchester City   1.24,3.5  2.06 | 3.5  1.70,0.5 | 1.5   1.10 | 2.5   1.38 | 4.5   3.43 | 5.5   5.87 | 6.5   10.67 | 7.5   13.11 | 8.5   13.11,0.5   13.11 | 1.5   5.87 | 2.5   2.84 | 4.5   1.27 | 5.5   1.10 | 6.5   1.02 | 7.5 | 8.5,Yes  1.75 | No  1.90,Crvena Zvezda  4.00 | Manchester City  1.14,Yes  1.75 | No  1.90,Crvena Zvezda   11.00 | Manchester City   2.10,Crvena Zvezda   1.05 | Manchester City   1.67,Yes  6.70 | No  1.05,Yes  1.63 | No  2.05,1.5  2.05 | 1.5  1.63,Yes   2.5  2.05 | 2.5  13.00,No   2.5  4.00 | 2.5  3.25,Yes   3.5  2.60 | 3.5  4.50,No   3.5  8.50 | 3.5  2.65,Yes   4.5  4.10 | 4.5  2.75,No   4.5  17.00 | 4.5  2.30
UEFA Champions League,"Dec 13, 2023",18:45,RB Leipzig,Young Boys,RB Leipzig   1.29 | Draw   5.50 | Young Boys   7.75,3.5  1.96 | 3.5  1.77,0.5 | 1.5   1.10 | 2.5   1.38 | 4.5   3.31 | 5.5   5.87 | 6.5   10.67 | 7.5   13.11 | 8.5   13.11,0.5   13.11 | 1.5   5.87 | 2.5   2.84 | 4.5   1.29 | 5.5   1.10 | 6.5   1.02 | 7.5 | 8.5,Yes  1.63 | No  2.05,RB Leipzig  1.17 | Young Boys  3.60,Yes  1.63 | No  2.05,RB Leipzig   2.40 | Young Boys   11.00,RB Leipzig   1.53 | Young Boys   1.05,Yes  1.70 | No  1.96,Yes  5.74 | No  1.08,1.5  1.96 | 1.5  1.70,Yes   2.5  1.90 | 2.5  11.00,No   2.5  4.50 | 2.5  3.50,Yes   3.5  2.45 | 3.5  4.30,No   3.5  10.00 | 3.5  2.85,Yes   4.5  3.80 | 4.5  2.60,No   4.5  19.00 | 4.5  2.50
UEFA Champions League,"Dec 13, 2023",21:00,Newcastle United,AC Milan,Newcastle United   1.69 | Draw   3.90 | AC Milan   4.20,2.5  1.77 | 2.5  1.96,0.5   1.02 | 1.5   1.22 | 3.5   3.12 | 4.5   5.42 | 5.5   10.67 | 6.5   13.11 | 7.5   13.11,0.5   10.67 | 1.5   3.91 | 3.5   1.32 | 4.5   1.12 | 5.5   1.02 | 6.5 | 7.5,Yes  1.75 | No  1.90,Newcastle United  1.42 | AC Milan  2.50,Yes  1.75 | No  1.90,Newcastle United   2.50 | AC Milan   5.00,Newcastle United   1.50 | AC Milan   1.17,Yes  2.57 | No  1.41,Yes  5.30 | No  1.10,1.5  2.57 | 1.5  1.41,Yes   2.5  2.20 | 2.5  7.50,No   2.5  7.50 | 2.5  2.50,Yes   3.5  3.35 | 3.5  3.25,No   3.5  20.00 | 3.5  2.25,Yes   4.5  6.25 | 4.5  2.25,No   4.5  35.00 | 4.5  2.15
UEFA Champions League,"Dec 13, 2023",21:00,Borussia Dortmund,Paris Saint Germain,Borussia Dortmund   3.70 | Draw   3.80 | Paris Saint Germain   1.81,2.5  1.60 | 2.5  2.22,0.5 | 1.5   1.18 | 3.5   2.45 | 4.5   4.42 | 5.5   8.75 | 6.5   13.11 | 7.5   13.11,0.5   13.11 | 1.5   4.42 | 3.5   1.50 | 4.5   1.18 | 5.5   1.04 | 6.5 | 7.5,Yes  1.54 | No  2.21,Borussia Dortmund  2.25 | Paris Saint Germain  1.45,Yes  1.54 | No  2.21,Borussia Dortmund   5.50 | Paris Saint Germain   3.25,Borussia Dortmund   1.14 | Paris Saint Germain   1.33,Yes  4.32 | No  1.15,Yes  2.43 | No  1.46,1.5  2.33 | 1.5  1.50,Yes   2.5  1.90 | 2.5  7.50,No   2.5  8.50 | 2.5  3.00,Yes   3.5  2.80 | 3.5  3.25,No   3.5  20.00 | 3.5  2.60,Yes   4.5  4.90 | 4.5  2.15,No   4.5  35.00 | 4.5  2.50
UEFA Champions League,"Dec 13, 2023",21:00,Royal Antwerp,Barcelona,Royal Antwerp   6.25 | Draw   4.80 | Barcelona   1.40,3.5  2.25 | 3.5  1.58,0.5 | 1.5   1.15 | 2.5   1.49 | 4.5   3.91 | 5.5   6.85 | 6.5   13.11 | 7.5   13.11 | 8.5   13.11,0.5   13.11 | 1.5   4.91 | 2.5   2.48 | 4.5   1.22 | 5.5   1.08 | 6.5 | 7.5 | 8.5,Yes  1.67 | No  2.01,Royal Antwerp  3.20 | Barcelona  1.23,Yes  1.67 | No  2.01,Royal Antwerp   8.00 | Barcelona   2.50,Royal Antwerp   1.08 | Barcelona   1.50,Yes  5.74 | No  1.08,Yes  1.96 | No  1.70,1.5  2.15 | 1.5  1.58,Yes   2.5  1.95 | 2.5  10.00,No   2.5  5.50 | 2.5  3.10,Yes   3.5  2.65 | 3.5  3.80,No   3.5  12.00 | 3.5  2.65,Yes   4.5  4.40 | 4.5  2.45,No   4.5  23.00 | 4.5  2.40
UEFA Champions League,"Dec 13, 2023",21:00,Porto,Shakhtar Donetsk,Porto   1.45 | Draw   4.10 | Shakhtar Donetsk   6.50,2.5  1.68 | 2.5  2.08,0.5 | 1.5   1.19 | 3.5   2.71 | 4.5   4.91 | 5.5   9.70 | 6.5   13.11 | 7.5   13.11,0.5   12.55 | 1.5   4.23 | 3.5   1.42 | 4.5   1.15 | 5.5   1.03 | 6.5 | 7.5,Yes  1.75 | No  1.90,Porto  1.27 | Shakhtar Donetsk  3.24,Yes  1.75 | No  1.90,Porto   2.20 | Shakhtar Donetsk   7.00,Porto   1.62 | Shakhtar Donetsk   1.10,Yes  2.15 | No  1.58,Yes  6.70 | No  1.05,1.5  2.43 | 1.5  1.46,Yes   2.5  2.25 | 2.5  8.00,No   2.5  5.50 | 2.5  2.65,Yes   3.5  3.40 | 3.5  3.70,No   3.5  13.00 | 3.5  2.20,Yes   4.5  6.00 | 4.5  2.50,No   4.5  26.00 | 4.5  2.00
UEFA Champions League,"Dec 13, 2023",21:00,Atletico Madrid,Lazio,Atletico Madrid   1.53 | Draw   4.00 | Lazio   5.50,2.5  1.81 | 2.5  1.91,0.5   1.02 | 1.5   1.25 | 3.5   3.31 | 4.5   5.87 | 5.5   12.55 | 6.5   13.11 | 7.5   13.11,0.5   10.67 | 1.5   3.63 | 3.5   1.29 | 4.5   1.10 | 5.5 | 6.5 | 7.5,Yes  1.90 | No  1.75,Atletico Madrid  1.33 | Lazio  2.90,Yes  1.90 | No  1.75,Atletico Madrid   2.10 | Lazio   5.50,Atletico Madrid   1.67 | Lazio   1.14,Yes  2.43 | No  1.46,Yes  6.70 | No  1.05,0.5  1.37 | 0.5  2.70,Yes   2.5  2.40 | 2.5  8.00,No   2.5  6.50 | 2.5  2.30,Yes   3.5  3.80 | 3.5  3.45,No   3.5  17.00 | 3.5  2.05,Yes   4.5  7.00 | 4.5  2.40,No   4.5  31.00 | 4.5  1.95
UEFA Champions League,"Dec 13, 2023",21:00,Celtic,Feyenoord,Celtic   2.90 | Draw   3.50 | Feyenoord   2.20,2.5  1.60 | 2.5  2.22,0.5 | 1.5   1.18 | 3.5   2.45 | 4.5   4.42 | 5.5   8.75 | 6.5   13.11 | 7.5   13.11,0.5   12.55 | 1.5   4.42 | 3.5   1.50 | 4.5   1.18 | 5.5   1.04 | 6.5 | 7.5,Yes  1.50 | No  2.33,Celtic  1.83 | Feyenoord  1.67,Yes  1.50 | No  2.33,Celtic   4.50 | Feyenoord   3.80,Celtic   1.18 | Feyenoord   1.25,Yes  3.46 | No  1.23,Yes  2.83 | No  1.34,1.5  2.33 | 1.5  1.50,Yes   2.5  1.83 | 2.5  7.00,No   2.5  9.50 | 2.5  3.00,Yes   3.5  2.75 | 3.5  3.15,No   3.5  23.00 | 3.5  2.70,Yes   4.5  4.80 | 4.5  2.10,No   4.5  39.00 | 4.5  2.60
UEFA Europa League,Tomorrow,21:00,Villarreal CF,Maccabi Haifa,Villarreal CF   1.39 | Draw   4.70 | Maccabi Haifa   7.25,2.5  1.64 | 2.5  2.18,0.5 | 1.5   1.18 | 3.5   2.57 | 4.5   4.44 | 5.5   9.76 | 6.5   14.18 | 7.5   14.18,0.5   12.62 | 1.5   4.44 | 3.5   1.47 | 4.5   1.18 | 5.5   1.03 | 6.5 | 7.5,Yes  1.91 | No  1.76,Villarreal CF  1.22 | Maccabi Haifa  3.67,Yes  1.91 | No  1.76,Villarreal CF   2.00 | Maccabi Haifa   7.00,Villarreal CF   1.73 | Maccabi Haifa   1.10,Yes  2.07 | No  1.64,Yes  7.69 | No  1.04,1.5  2.44 | 1.5  1.46,Yes   2.5  2.30 | 2.5  9.00,No   2.5  5.00 | 2.5  2.65,Yes   3.5  3.35 | 3.5  3.90,No   3.5  11.50 | 3.5  2.20,Yes   4.5  5.75 | 4.5  2.60,No   4.5  23.00 | 4.5  2.00
UEFA Europa League,"Dec 14, 2023",18:45,AS Roma,Sheriff Tiraspol,AS Roma   1.12 | Draw   7.75 | Sheriff Tiraspol   16.00,3.5  2.25 | 3.5  1.58,0.5 | 1.5   1.15 | 2.5   1.49 | 4.5   3.91 | 5.5   6.85 | 6.5   13.11 | 7.5   13.11 | 8.5   13.11,0.5   13.11 | 1.5   4.91 | 2.5   2.48 | 4.5   1.22 | 5.5   1.08 | 6.5 | 7.5 | 8.5,Yes  2.43 | No  1.46,AS Roma  1.06 | Sheriff Tiraspol  6.50,Yes  2.43 | No  1.46,AS Roma   1.57 | Sheriff Tiraspol   13.00,AS Roma   2.25 | Sheriff Tiraspol   1.04,Yes  1.58 | No  2.15,Yes  10.01 | No,1.5  2.15 | 1.5  1.58,Yes   2.5  2.75 | 2.5  15.00,No   2.5  2.90 | 2.5  2.90,Yes   3.5  3.60 | 3.5  6.00,No   3.5  5.50 | 3.5  2.10,Yes   4.5  5.75 | 4.5  3.70,No   4.5  10.50 | 4.5  1.77
UEFA Europa League,"Dec 14, 2023",18:45,Slavia Praha,Servette,Slavia Praha   1.32 | Draw   4.90 | Servette   8.00,2.5  1.68 | 2.5  2.08,0.5 | 1.5   1.19 | 3.5   2.71 | 4.5   4.91 | 5.5   9.70 | 6.5   13.11 | 7.5   13.11,0.5   12.55 | 1.5   4.23 | 3.5   1.42 | 4.5   1.15 | 5.5   1.03 | 6.5 | 7.5,Yes  1.95 | No  1.71,Slavia Praha  1.19 | Servette  3.84,Yes  1.95 | No  1.71,Slavia Praha   1.90 | Servette   8.00,Slavia Praha   1.80 | Servette   1.08,Yes  2.05 | No  1.63,Yes  7.65 | No  1.03,1.5  2.43 | 1.5  1.46,Yes   2.5  2.40 | 2.5  10.00,No   2.5  4.50 | 2.5  2.50,Yes   3.5  3.60 | 3.5  4.10,No   3.5  10.50 | 3.5  2.10,Yes   4.5  6.25 | 4.5  2.75,No   4.5  21.00 | 4.5  1.88
UEFA Europa League,"Dec 14, 2023",18:45,Bayer 04 Leverkusen,Molde FK,Bayer 04 Leverkusen   1.31 | Draw   5.50 | Molde FK   7.25,3.5  2.06 | 3.5  1.70,0.5 | 1.5   1.10 | 2.5   1.43 | 4.5   3.43 | 5.5   5.87 | 6.5   12.55 | 7.5   13.11 | 8.5   13.11,0.5   13.11 | 1.5   5.87 | 2.5   2.67 | 4.5   1.27 | 5.5   1.10 | 6.5 | 7.5 | 8.5,Yes  1.67 | No  2.01,Bayer 04 Leverkusen  1.18 | Molde FK  3.50,Yes  1.67 | No  2.01,Bayer 04 Leverkusen   2.25 | Molde FK   10.00,Bayer 04 Leverkusen   1.57 | Molde FK   1.06,Yes  1.82 | No  1.82,Yes  6.24 | No  1.06,1.5  2.05 | 1.5  1.63,Yes   2.5  1.90 | 2.5  12.00,No   2.5  4.50 | 2.5  3.40,Yes   3.5  2.55 | 3.5  4.20,No   3.5  9.50 | 3.5  2.70,Yes   4.5  4.10 | 4.5  2.60,No   4.5  19.00 | 4.5  2.40
UEFA Europa League,"Dec 14, 2023",18:45,Qarabag,BK Hacken,Qarabag   1.29 | Draw   5.50 | BK Hacken   8.00,3.5  2.34 | 3.5  1.54,0.5 | 1.5   1.15 | 2.5   1.52 | 4.5   4.23 | 5.5   7.82 | 6.5   13.11 | 7.5   13.11,0.5   13.11 | 1.5   4.91 | 2.5   2.39 | 4.5   1.19 | 5.5   1.06 | 6.5 | 7.5,Yes  1.90 | No  1.75,Qarabag  1.18 | BK Hacken  3.90,Yes  1.90 | No  1.75,Qarabag   2.00 | BK Hacken   9.00,Qarabag   1.73 | BK Hacken   1.07,Yes  1.82 | No  1.82,Yes  7.65 | No  1.03,1.5  2.21 | 1.5  1.54,Yes   2.5  2.20 | 2.5  12.00,No   2.5  4.30 | 2.5  2.90,Yes   3.5  3.05 | 3.5  4.30,No   3.5  9.50 | 3.5  2.30,Yes   4.5  5.00 | 4.5  2.75,No   4.5  19.00 | 4.5  2.05
UEFA Europa League,"Dec 14, 2023",18:45,LASK Linz,Toulouse,LASK Linz   2.30 | Draw   3.35 | Toulouse   2.85,2.5  1.72 | 2.5  2.02,0.5   1.01 | 1.5   1.22 | 3.5   2.92 | 4.5   5.42 | 5.5   10.67 | 6.5   13.11 | 7.5   13.11,0.5   11.66 | 1.5   3.91 | 3.5   1.36 | 4.5   1.12 | 5.5   1.02 | 6.5 | 7.5,Yes  1.58 | No  2.15,LASK Linz  1.69 | Toulouse  1.90,Yes  1.58 | No  2.15,LASK Linz   3.40 | Toulouse   4.00,LASK Linz   1.30 | Toulouse   1.22,Yes  3.13 | No  1.28,Yes  3.38 | No  1.25,1.5  2.57 | 1.5  1.41,Yes   2.5  2.00 | 2.5  6.50,No   2.5  10.00 | 2.5  2.65,Yes   3.5  3.20 | 3.5  3.05,No   3.5  25.00 | 3.5  2.40,Yes   4.5  6.00 | 4.5  2.10,No   4.5  41.00 | 4.5  2.30
UEFA Europa League,"Dec 14, 2023",18:45,Royale Union Saint-Gilloise,Liverpool,Royale Union Saint-Gilloise   3.35 | Draw   3.90 | Liverpool   1.88,3.5  2.15 | 3.5  1.64,0.5 | 1.5   1.12 | 2.5   1.46 | 4.5   3.63 | 5.5   6.38 | 6.5   12.55 | 7.5   13.11 | 8.5   13.11,0.5   13.11 | 1.5   5.42 | 2.5   2.56 | 4.5   1.25 | 5.5   1.09 | 6.5 | 7.5 | 8.5,Yes  1.41 | No  2.57,Royale Union Saint-Gilloise  2.10 | Liverpool  1.45,Yes  1.41 | No  2.57,Royale Union Saint-Gilloise   6.00 | Liverpool   3.80,Royale Union Saint-Gilloise   1.13 | Liverpool   1.25,Yes  3.38 | No  1.25,Yes  2.33 | No  1.50,1.5  2.15 | 1.5  1.58,Yes   2.5  1.67 | 2.5  8.00,No   2.5  8.50 | 2.5  3.40,Yes   3.5  2.35 | 3.5  3.35,No   3.5  20.00 | 3.5  3.10,Yes   4.5  3.90 | 4.5  2.15,No   4.5  35.00 | 4.5  2.90
UEFA Europa League,"Dec 14, 2023",18:45,Rennais,Villarreal CF,Rennais   2.25 | Draw   3.40 | Villarreal CF   2.85,2.5  1.81 | 2.5  1.91,0.5   1.02 | 1.5   1.25 | 3.5   3.12 | 4.5   5.87 | 5.5   12.55 | 6.5   13.11 | 7.5   13.11,0.5   10.67 | 1.5   3.63 | 3.5   1.32 | 4.5   1.10 | 5.5 | 6.5 | 7.5,Yes  1.67 | No  2.01,Rennais  1.71 | Villarreal CF  1.93,Yes  1.67 | No  2.01,Rennais   3.25 | Villarreal CF   3.80,Rennais   1.33 | Villarreal CF   1.25,Yes  3.32 | No  1.25,Yes  3.89 | No  1.19,1.5  2.70 | 1.5  1.37,Yes   2.5  2.10 | 2.5  6.50,No   2.5  10.00 | 2.5  2.50,Yes   3.5  3.40 | 3.5  3.05,No   3.5  26.00 | 3.5  2.30,Yes   4.5  6.50 | 4.5  2.15,No   4.5  41.00 | 4.5  2.20
UEFA Europa League,"Dec 14, 2023",18:45,Panathinaikos,Maccabi Haifa,Panathinaikos   1.63 | Draw   3.50 | Maccabi Haifa   5.25,2.5  1.96 | 2.5  1.77,0.5   1.04 | 1.5   1.29 | 3.5   3.43 | 4.5   6.85 | 5.5   13.11 | 6.5   13.11,0.5   8.75 | 1.5   3.31 | 3.5   1.27 | 4.5   1.08 | 5.5 | 6.5,Yes  1.90 | No  1.75,Panathinaikos  1.33 | Maccabi Haifa  2.86,Yes  1.90 | No  1.75,Panathinaikos   2.20 | Maccabi Haifa   5.00,Panathinaikos   1.62 | Maccabi Haifa   1.17,Yes  2.72 | No  1.37,Yes  7.36 | No  1.04,0.5  1.37 | 0.5  2.70,Yes   2.5  2.50 | 2.5  7.00,No   2.5  7.50 | 2.5  2.20,Yes   3.5  4.20 | 3.5  3.45,No   3.5  18.00 | 3.5  1.95,Yes   4.5  8.25 | 4.5  2.45,No   4.5  33.00 | 4.5  1.85
